,Client_ID,Scenario,DataVolume(Samples),FeatureCount,Local_Accuracy(%),Train_Time(s),Latency(ms),C_p,BW,Weights_Path,Label0,Label1,Label2,Label3,Label4,Label5,Label6,Label7,Label8,Label9,Quality_Factor,Mean_Quality_Factor(%),Reliability_Score
10,11,NonIID,3347,784,93.66,4.839785814285278,4839.785814285278,0.20662071388538839,5926.808510638298,/content/drive/MyDrive/MLaaS_Weights_20_MNIST/client_11_local.npz,228,166,74,349,259,111,928,497,138,597,"[71.49686217308044, 86.94353103637695, 0.0, 0.0, 91.81356430053711, 93.09829473495483, 93.3074414730072, 0.0, 0.0, 94.41290497779846]",53.1072598695755,0.6
11,12,NonIID,3066,784,78.67,4.764702558517456,4764.702558517456,0.20987668961882722,5684.897959183673,/content/drive/MyDrive/MLaaS_Weights_20_MNIST/client_12_local.npz,410,163,521,8,249,201,492,1,94,927,"[84.24657583236694, 90.60665369033813, 0.0, 91.97651743888855, 0.0, 93.6725378036499, 93.31376552581787, 94.74886059761047, 0.0, 94.87932324409485]",64.34442341327667,0.7
12,13,NonIID,1239,784,88.95,3.6375350952148438,3637.5350952148438,0.27491143695506726,5779.253112033195,/content/drive/MyDrive/MLaaS_Weights_20_MNIST/client_13_local.npz,154,41,160,59,121,159,193,96,58,198,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 93.46246719360352, 0.0, 93.8660204410553]",18.73284876346588,0.2
13,14,NonIID,1721,784,59.65,4.09813666343689,4098.13666343689,0.24401333633450698,5731.6872427983535,/content/drive/MyDrive/MLaaS_Weights_20_MNIST/client_14_local.npz,6,402,33,0,96,0,0,49,707,428,"[56.24637007713318, 0.0, 83.49796533584595, 0.0, 0.0, 0.0, 0.0, 93.02731156349182, 92.44624972343445, 93.95700097084045]",41.917489767074585,0.5
14,15,NonIID,875,784,88.84,3.66359806060791,3663.59806060791,0.27295570732834906,5876.793248945148,/content/drive/MyDrive/MLaaS_Weights_20_MNIST/client_15_local.npz,93,98,221,100,87,44,45,39,106,42,"[65.37142992019653, 84.5714271068573, 88.11428546905518, 0.0, 90.28571248054504, 0.0, 91.77142977714539, 92.79999732971191, 93.02856922149658, 0.0]",60.59428513050079,0.7
15,16,NonIID,1739,784,78.49,3.8686938285827637,3868.6938285827637,0.25848517466328796,5755.371900826446,/content/drive/MyDrive/MLaaS_Weights_20_MNIST/client_16_local.npz,128,73,114,105,49,76,5,635,554,0,"[52.731454372406006, 0.0, 0.0, 89.01667594909668, 91.83439016342163, 89.87923860549927, 91.31684899330139, 90.91432094573975, 93.84703636169434, 93.27199459075928]",69.28119599819183,0.8
16,17,NonIID,3842,784,83.2,5.134942293167114,5134.942293167114,0.1947441554174162,5901.6949152542375,/content/drive/MyDrive/MLaaS_Weights_20_MNIST/client_17_local.npz,436,265,179,9,428,11,279,1664,409,162,"[66.89224243164062, 84.04476642608643, 0.0, 90.13534784317017, 93.07652115821838, 90.91618657112122, 0.0, 0.0, 93.93544793128967, 0.0]",51.90005123615265,0.6
17,18,NonIID,1169,784,87.54,3.756211757659912,3756.211757659912,0.26622567217110027,5852.100840336135,/content/drive/MyDrive/MLaaS_Weights_20_MNIST/client_18_local.npz,4,129,140,158,272,40,93,111,165,57,"[52.437978982925415, 82.03592896461487, 0.0, 89.05047178268433, 91.95894002914429, 0.0, 92.13002324104309, 91.70231223106384, 93.24208498001099, 93.92643570899963]",68.64841759204865,0.8
18,19,NonIID,3906,784,78.82,5.26019549369812,5260.19549369812,0.19010700290474594,6135.68281938326,/content/drive/MyDrive/MLaaS_Weights_20_MNIST/client_19_local.npz,8,1155,656,92,11,533,135,58,17,1241,"[87.45519518852234, 90.52739143371582, 91.6538655757904, 92.08909273147583, 0.0, 93.06195378303528, 0.0, 94.52124834060669, 93.08755993843079, 0.0]",64.23963069915771,0.7
19,20,NonIID,2948,784,88.09,4.629408359527588,4629.408359527588,0.21601032407131304,5755.371900826446,/content/drive/MyDrive/MLaaS_Weights_20_MNIST/client_20_local.npz,179,365,497,570,218,528,185,229,7,170,"[67.26594567298889, 0.0, 89.24694657325745, 0.0, 90.02713561058044, 91.21438264846802, 91.89280867576599, 0.0, 92.02849268913269, 92.94437170028687]",61.462008357048035,0.7
